KPI,Site_ID,Sector_ID,Date,RSRP,DL_Throughput,Call_Drop_Rate,RTT,CPU_Utilization,Active_Users,SINR,UL_Throughput,Handover_Success_Rate,Packet_Loss
RSRP,SITE_053,SITE_053_SECTOR_C,2024-02-24,-83.49053025928791,,,,,,,,,
RSRP,SITE_053,SITE_053_SECTOR_D,2024-02-25,-118.78460120358828,,,,,,,,,
RSRP,SITE_053,SITE_053_SECTOR_D,2024-02-14,-97.2733507346847,,,,,,,,,
RSRP,SITE_054,SITE_054_SECTOR_A,2024-01-27,-82.9572108289775,,,,,,,,,
RSRP,SITE_054,SITE_054_SECTOR_A,2024-02-24,-83.74743385255255,,,,,,,,,
RSRP,SITE_055,SITE_055_SECTOR_A,2024-02-25,-84.12121293037953,,,,,,,,,
RSRP,SITE_055,SITE_055_SECTOR_B,2024-01-28,-103.0804373455959,,,,,,,,,
RSRP,SITE_056,SITE_056_SECTOR_A,2024-02-24,-109.28348330296276,,,,,,,,,
RSRP,SITE_056,SITE_056_SECTOR_B,2024-01-27,-83.08484627781611,,,,,,,,,
RSRP,SITE_056,SITE_056_SECTOR_D,2024-02-12,-82.65769329287055,,,,,,,,,
RSRP,SITE_056,SITE_056_SECTOR_E,2024-01-07,-85.43302369449955,,,,,,,,,
RSRP,SITE_057,SITE_057_SECTOR_D,2024-01-10,-108.52911283239634,,,,,,,,,
RSRP,SITE_058,SITE_058_SECTOR_A,2024-01-20,-111.12502114361288,,,,,,,,,
RSRP,SITE_058,SITE_058_SECTOR_D,2024-01-17,-104.0696259159976,,,,,,,,,
RSRP,SITE_058,SITE_058_SECTOR_E,2024-01-12,-88.82748582062378,,,,,,,,,
RSRP,SITE_059,SITE_059_SECTOR_C,2024-02-08,-111.63963265970844,,,,,,,,,
RSRP,SITE_059,SITE_059_SECTOR_C,2024-01-03,-111.370470671128,,,,,,,,,
RSRP,SITE_061,SITE_061_SECTOR_A,2024-01-26,-109.58579711050926,,,,,,,,,
RSRP,SITE_062,SITE_062_SECTOR_A,2024-01-20,-83.12658318146266,,,,,,,,,
RSRP,SITE_063,SITE_063_SECTOR_B,2024-01-09,-104.18319581740212,,,,,,,,,
RSRP,SITE_063,SITE_063_SECTOR_C,2024-02-06,-118.86839157740238,,,,,,,,,
RSRP,SITE_064,SITE_064_SECTOR_D,2024-01-20,-107.92358198722692,,,,,,,,,
RSRP,SITE_065,SITE_065_SECTOR_A,2024-01-10,-109.47536371078672,,,,,,,,,
RSRP,SITE_065,SITE_065_SECTOR_B,2024-01-10,-92.87138365856164,,,,,,,,,
RSRP,SITE_066,SITE_066_SECTOR_C,2024-01-31,-108.29235630370452,,,,,,,,,
RSRP,SITE_067,SITE_067_SECTOR_B,2024-02-24,-92.5789054450241,,,,,,,,,
RSRP,SITE_070,SITE_070_SECTOR_C,2024-02-24,-110.53781784856568,,,,,,,,,
RSRP,SITE_071,SITE_071_SECTOR_C,2024-01-10,-92.73006682148196,,,,,,,,,
RSRP,SITE_071,SITE_071_SECTOR_D,2024-01-30,-106.55244457515886,,,,,,,,,
RSRP,SITE_072,SITE_072_SECTOR_C,2024-01-10,-85.74644843273063,,,,,,,,,
RSRP,SITE_072,SITE_072_SECTOR_E,2024-01-28,-108.08847189361056,,,,,,,,,
RSRP,SITE_073,SITE_073_SECTOR_B,2024-02-24,-100.25234432263048,,,,,,,,,
RSRP,SITE_073,SITE_073_SECTOR_C,2024-01-10,-114.18305609733204,,,,,,,,,
RSRP,SITE_074,SITE_074_SECTOR_B,2024-02-07,-87.33387994541758,,,,,,,,,
RSRP,SITE_074,SITE_074_SECTOR_C,2024-01-25,-111.82294339300516,,,,,,,,,
RSRP,SITE_075,SITE_075_SECTOR_B,2024-01-10,-108.80853746880318,,,,,,,,,
RSRP,SITE_077,SITE_077_SECTOR_B,2024-01-21,-113.90098437706672,,,,,,,,,
RSRP,SITE_077,SITE_077_SECTOR_D,2024-02-08,-97.82156336334415,,,,,,,,,
RSRP,SITE_078,SITE_078_SECTOR_A,2024-02-07,-106.10348027279744,,,,,,,,,
RSRP,SITE_078,SITE_078_SECTOR_B,2024-01-12,-113.16463935522154,,,,,,,,,
RSRP,SITE_080,SITE_080_SECTOR_C,2024-01-20,-84.35698553961534,,,,,,,,,
RSRP,SITE_081,SITE_081_SECTOR_A,2024-01-24,-112.41394158797544,,,,,,,,,
RSRP,SITE_081,SITE_081_SECTOR_A,2024-01-26,-73.50585956381383,,,,,,,,,
RSRP,SITE_081,SITE_081_SECTOR_C,2024-02-07,-80.25691597863987,,,,,,,,,
RSRP,SITE_082,SITE_082_SECTOR_A,2024-02-17,-83.75545752302843,,,,,,,,,
RSRP,SITE_082,SITE_082_SECTOR_A,2024-01-27,-85.85387051607529,,,,,,,,,
RSRP,SITE_082,SITE_082_SECTOR_C,2024-02-07,-80.07020196486488,,,,,,,,,
RSRP,SITE_082,SITE_082_SECTOR_C,2024-02-08,-80.61053310614741,,,,,,,,,
RSRP,SITE_083,SITE_083_SECTOR_B,2024-02-25,-81.68548868338142,,,,,,,,,
RSRP,SITE_083,SITE_083_SECTOR_B,2024-02-17,-82.50179075549313,,,,,,,,,
RSRP,SITE_083,SITE_083_SECTOR_C,2024-01-09,-105.10992536144629,,,,,,,,,
RSRP,SITE_084,SITE_084_SECTOR_A,2024-01-29,-119.6016914758768,,,,,,,,,
RSRP,SITE_085,SITE_085_SECTOR_C,2024-02-09,-82.55737288220317,,,,,,,,,
RSRP,SITE_085,SITE_085_SECTOR_D,2024-02-24,-86.24506804215058,,,,,,,,,
RSRP,SITE_085,SITE_085_SECTOR_E,2024-02-24,-104.5435163465798,,,,,,,,,
RSRP,SITE_086,SITE_086_SECTOR_B,2024-02-24,-84.4204985053518,,,,,,,,,
RSRP,SITE_087,SITE_087_SECTOR_B,2024-02-17,-77.93527244241605,,,,,,,,,
RSRP,SITE_088,SITE_088_SECTOR_A,2024-02-14,-102.3035725617352,,,,,,,,,
RSRP,SITE_088,SITE_088_SECTOR_B,2024-02-17,-85.41805658367329,,,,,,,,,
RSRP,SITE_088,SITE_088_SECTOR_C,2024-01-31,-93.4871136774414,,,,,,,,,
RSRP,SITE_089,SITE_089_SECTOR_A,2024-02-09,-85.28369623576685,,,,,,,,,
RSRP,SITE_089,SITE_089_SECTOR_B,2024-02-21,-110.33794236640612,,,,,,,,,
RSRP,SITE_089,SITE_089_SECTOR_B,2024-02-14,-109.55235496232176,,,,,,,,,
RSRP,SITE_089,SITE_089_SECTOR_B,2024-01-17,-109.38567088363448,,,,,,,,,
RSRP,SITE_090,SITE_090_SECTOR_B,2024-02-07,-108.06596256002344,,,,,,,,,
RSRP,SITE_091,SITE_091_SECTOR_A,2024-02-07,-76.82756345227942,,,,,,,,,
RSRP,SITE_091,SITE_091_SECTOR_B,2024-02-01,-96.88491826189038,,,,,,,,,
RSRP,SITE_091,SITE_091_SECTOR_C,2024-02-06,-111.50494997489064,,,,,,,,,
RSRP,SITE_091,SITE_091_SECTOR_C,2024-01-03,-108.7697337308698,,,,,,,,,
RSRP,SITE_091,SITE_091_SECTOR_D,2024-02-24,-78.42995378811554,,,,,,,,,
RSRP,SITE_091,SITE_091_SECTOR_D,2024-01-20,-79.96302943897199,,,,,,,,,
RSRP,SITE_091,SITE_091_SECTOR_D,2024-01-06,-78.50476788871464,,,,,,,,,
RSRP,SITE_091,SITE_091_SECTOR_E,2024-01-23,-108.47504300122162,,,,,,,,,
RSRP,SITE_092,SITE_092_SECTOR_A,2024-02-14,-95.11494373163188,,,,,,,,,
RSRP,SITE_092,SITE_092_SECTOR_B,2024-02-25,-85.57302009065955,,,,,,,,,
RSRP,SITE_092,SITE_092_SECTOR_E,2024-02-06,-108.10682343260716,,,,,,,,,
RSRP,SITE_094,SITE_094_SECTOR_A,2024-01-10,-72.76575654132277,,,,,,,,,
RSRP,SITE_095,SITE_095_SECTOR_A,2024-01-10,-104.65547282504632,,,,,,,,,
RSRP,SITE_095,SITE_095_SECTOR_B,2024-02-21,-102.89988044250828,,,,,,,,,
RSRP,SITE_096,SITE_096_SECTOR_A,2024-02-13,-74.86373579087723,,,,,,,,,
RSRP,SITE_096,SITE_096_SECTOR_D,2024-01-18,-81.86757353810572,,,,,,,,,
RSRP,SITE_096,SITE_096_SECTOR_E,2024-01-27,-90.98700504176286,,,,,,,,,
RSRP,SITE_097,SITE_097_SECTOR_B,2024-01-09,-98.43919950561092,,,,,,,,,
RSRP,SITE_097,SITE_097_SECTOR_B,2024-02-07,-95.79174187954686,,,,,,,,,
RSRP,SITE_098,SITE_098_SECTOR_A,2024-02-17,-116.30368533272085,,,,,,,,,
RSRP,SITE_100,SITE_100_SECTOR_B,2024-01-10,-109.08422119158462,,,,,,,,,
RSRP,SITE_100,SITE_100_SECTOR_B,2024-01-31,-110.356110740238,,,,,,,,,
DL_Throughput,SITE_001,SITE_001_SECTOR_D,2024-02-24,,74.8753130713475,,,,,,,,
DL_Throughput,SITE_002,SITE_002_SECTOR_A,2024-02-03,,15.31972677244101,,,,,,,,
DL_Throughput,SITE_002,SITE_002_SECTOR_C,2024-02-14,,31.44708624271301,,,,,,,,
DL_Throughput,SITE_002,SITE_002_SECTOR_D,2024-01-10,,59.94502769798336,,,,,,,,
DL_Throughput,SITE_003,SITE_003_SECTOR_A,2024-01-15,,3.225275837581826,,,,,,,,
DL_Throughput,SITE_003,SITE_003_SECTOR_C,2024-01-10,,1.2273768009783057,,,,,,,,
DL_Throughput,SITE_003,SITE_003_SECTOR_D,2024-01-09,,32.78435933446488,,,,,,,,
DL_Throughput,SITE_005,SITE_005_SECTOR_A,2024-02-05,,97.3732612231943,,,,,,,,
DL_Throughput,SITE_005,SITE_005_SECTOR_B,2024-02-24,,49.80921932453433,,,,,,,,
DL_Throughput,SITE_005,SITE_005_SECTOR_C,2024-01-14,,23.33609975179042,,,,,,,,
DL_Throughput,SITE_006,SITE_006_SECTOR_B,2024-01-18,,18.12339022897857,,,,,,,,
DL_Throughput,SITE_006,SITE_006_SECTOR_C,2024-01-20,,23.28145527146972,,,,,,,,
DL_Throughput,SITE_006,SITE_006_SECTOR_D,2024-01-10,,37.06610342471431,,,,,,,,
DL_Throughput,SITE_006,SITE_006_SECTOR_E,2024-01-12,,31.29646867242741,,,,,,,,
DL_Throughput,SITE_007,SITE_007_SECTOR_B,2024-02-08,,33.06472757778805,,,,,,,,
DL_Throughput,SITE_007,SITE_007_SECTOR_C,2024-02-07,,49.5098477150112,,,,,,,,
DL_Throughput,SITE_009,SITE_009_SECTOR_B,2024-01-31,,37.43139712951324,,,,,,,,
DL_Throughput,SITE_010,SITE_010_SECTOR_A,2024-01-22,,27.344459655008887,,,,,,,,
DL_Throughput,SITE_010,SITE_010_SECTOR_B,2024-01-20,,19.71894410877397,,,,,,,,
DL_Throughput,SITE_010,SITE_010_SECTOR_C,2024-01-28,,16.545204553923288,,,,,,,,
DL_Throughput,SITE_012,SITE_012_SECTOR_A,2024-01-15,,15.216138338451833,,,,,,,,
DL_Throughput,SITE_012,SITE_012_SECTOR_C,2024-01-27,,78.8076736741898,,,,,,,,
DL_Throughput,SITE_013,SITE_013_SECTOR_A,2024-02-12,,25.288162502354524,,,,,,,,
DL_Throughput,SITE_013,SITE_013_SECTOR_B,2024-01-31,,95.74020562461024,,,,,,,,
DL_Throughput,SITE_013,SITE_013_SECTOR_C,2024-01-13,,13.112064304165058,,,,,,,,
DL_Throughput,SITE_014,SITE_014_SECTOR_A,2024-02-17,,12.89933348633507,,,,,,,,
DL_Throughput,SITE_014,SITE_014_SECTOR_B,2024-02-13,,84.25069554064108,,,,,,,,
DL_Throughput,SITE_014,SITE_014_SECTOR_C,2024-02-02,,40.99234265456701,,,,,,,,
DL_Throughput,SITE_014,SITE_014_SECTOR_D,2024-02-10,,4.992978220482431,,,,,,,,
DL_Throughput,SITE_015,SITE_015_SECTOR_B,2024-02-05,,98.400107229589,,,,,,,,
DL_Throughput,SITE_015,SITE_015_SECTOR_C,2024-01-21,,50.60094430485298,,,,,,,,
DL_Throughput,SITE_015,SITE_015_SECTOR_D,2024-02-13,,34.82979419741152,,,,,,,,
DL_Throughput,SITE_016,SITE_016_SECTOR_A,2024-01-24,,29.753371080284666,,,,,,,,
DL_Throughput,SITE_017,SITE_017_SECTOR_A,2024-02-10,,67.24888251005116,,,,,,,,
DL_Throughput,SITE_017,SITE_017_SECTOR_B,2024-01-27,,15.784063495143336,,,,,,,,
DL_Throughput,SITE_017,SITE_017_SECTOR_C,2024-02-03,,17.26895947588899,,,,,,,,
DL_Throughput,SITE_017,SITE_017_SECTOR_D,2024-01-20,,31.60986976159873,,,,,,,,
DL_Throughput,SITE_018,SITE_018_SECTOR_B,2024-01-20,,48.81095637717821,,,,,,,,
DL_Throughput,SITE_019,SITE_019_SECTOR_B,2024-02-05,,74.04283978817698,,,,,,,,
DL_Throughput,SITE_020,SITE_020_SECTOR_B,2024-01-06,,25.95760129502765,,,,,,,,
DL_Throughput,SITE_021,SITE_021_SECTOR_B,2024-02-24,,69.06271824087534,,,,,,,,
DL_Throughput,SITE_022,SITE_022_SECTOR_A,2024-01-18,,51.3685180276187,,,,,,,,
DL_Throughput,SITE_022,SITE_022_SECTOR_A,2024-02-15,,74.87461826534621,,,,,,,,
DL_Throughput,SITE_023,SITE_023_SECTOR_A,2024-01-24,,34.49917271948863,,,,,,,,
DL_Throughput,SITE_023,SITE_023_SECTOR_A,2024-02-03,,1.1372930966632868,,,,,,,,
DL_Throughput,SITE_023,SITE_023_SECTOR_B,2024-02-11,,14.18030555731621,,,,,,,,
DL_Throughput,SITE_023,SITE_023_SECTOR_B,2024-01-13,,8.923703840868193,,,,,,,,
DL_Throughput,SITE_024,SITE_024_SECTOR_A,2024-01-10,,57.23157976473031,,,,,,,,
DL_Throughput,SITE_024,SITE_024_SECTOR_D,2024-01-20,,44.624761050459576,,,,,,,,
DL_Throughput,SITE_024,SITE_024_SECTOR_E,2024-02-03,,29.49463601439336,,,,,,,,
DL_Throughput,SITE_026,SITE_026_SECTOR_B,2024-01-21,,51.5320540564097,,,,,,,,
DL_Throughput,SITE_026,SITE_026_SECTOR_C,2024-02-10,,87.67361125102909,,,,,,,,
DL_Throughput,SITE_026,SITE_026_SECTOR_D,2024-01-28,,21.81087853977295,,,,,,,,
DL_Throughput,SITE_027,SITE_027_SECTOR_E,2024-02-07,,17.091208555833845,,,,,,,,
DL_Throughput,SITE_027,SITE_027_SECTOR_E,2024-01-17,,24.8150330766578,,,,,,,,
DL_Throughput,SITE_028,SITE_028_SECTOR_A,2024-01-10,,21.79713848694685,,,,,,,,
DL_Throughput,SITE_028,SITE_028_SECTOR_B,2024-01-10,,61.28359710530084,,,,,,,,
DL_Throughput,SITE_029,SITE_029_SECTOR_A,2024-02-07,,83.65465639082049,,,,,,,,
DL_Throughput,SITE_029,SITE_029_SECTOR_B,2024-01-10,,28.99511232281373,,,,,,,,
DL_Throughput,SITE_029,SITE_029_SECTOR_D,2024-02-10,,27.758315565528424,,,,,,,,
DL_Throughput,SITE_030,SITE_030_SECTOR_A,2024-02-17,,79.57267614364031,,,,,,,,
DL_Throughput,SITE_031,SITE_031_SECTOR_B,2024-02-07,,100.0,,,,,,,,
DL_Throughput,SITE_032,SITE_032_SECTOR_C,2024-02-11,,92.37216396661654,,,,,,,,
DL_Throughput,SITE_032,SITE_032_SECTOR_C,2024-01-25,,91.23878155114272,,,,,,,,
DL_Throughput,SITE_033,SITE_033_SECTOR_C,2024-01-27,,74.04119725882904,,,,,,,,
DL_Throughput,SITE_033,SITE_033_SECTOR_D,2024-01-31,,79.76875039448989,,,,,,,,
DL_Throughput,SITE_034,SITE_034_SECTOR_A,2024-01-07,,5.866349564061695,,,,,,,,
DL_Throughput,SITE_035,SITE_035_SECTOR_A,2024-02-07,,100.0,,,,,,,,
DL_Throughput,SITE_035,SITE_035_SECTOR_D,2024-02-24,,23.60233376535136,,,,,,,,
DL_Throughput,SITE_036,SITE_036_SECTOR_B,2024-02-02,,12.155712470596484,,,,,,,,
DL_Throughput,SITE_036,SITE_036_SECTOR_C,2024-02-06,,31.04354230985556,,,,,,,,
DL_Throughput,SITE_036,SITE_036_SECTOR_D,2024-01-13,,55.40961128922344,,,,,,,,
DL_Throughput,SITE_037,SITE_037_SECTOR_A,2024-02-05,,22.991007032075743,,,,,,,,
DL_Throughput,SITE_037,SITE_037_SECTOR_A,2024-02-10,,20.83992706365931,,,,,,,,
DL_Throughput,SITE_037,SITE_037_SECTOR_B,2024-01-10,,62.37973222544094,,,,,,,,
DL_Throughput,SITE_038,SITE_038_SECTOR_B,2024-01-10,,46.25795777829255,,,,,,,,
DL_Throughput,SITE_038,SITE_038_SECTOR_C,2024-01-13,,37.1230478486047,,,,,,,,
DL_Throughput,SITE_038,SITE_038_SECTOR_D,2024-01-20,,69.61822539485769,,,,,,,,
DL_Throughput,SITE_039,SITE_039_SECTOR_A,2024-01-10,,49.01451754360751,,,,,,,,
DL_Throughput,SITE_039,SITE_039_SECTOR_B,2024-02-09,,26.45588498581374,,,,,,,,
DL_Throughput,SITE_039,SITE_039_SECTOR_D,2024-02-10,,61.49595950893347,,,,,,,,
DL_Throughput,SITE_040,SITE_040_SECTOR_D,2024-02-13,,9.613154998796304,,,,,,,,
DL_Throughput,SITE_040,SITE_040_SECTOR_E,2024-01-30,,25.344280035132684,,,,,,,,
DL_Throughput,SITE_041,SITE_041_SECTOR_B,2024-01-20,,31.939768079114707,,,,,,,,
DL_Throughput,SITE_042,SITE_042_SECTOR_A,2024-02-07,,28.35330582408355,,,,,,,,
DL_Throughput,SITE_042,SITE_042_SECTOR_B,2024-01-10,,94.42644634672996,,,,,,,,
DL_Throughput,SITE_043,SITE_043_SECTOR_B,2024-01-11,,24.243716455309865,,,,,,,,
DL_Throughput,SITE_043,SITE_043_SECTOR_B,2024-01-13,,19.056005303151416,,,,,,,,
DL_Throughput,SITE_043,SITE_043_SECTOR_C,2024-02-15,,24.05556299137532,,,,,,,,
DL_Throughput,SITE_043,SITE_043_SECTOR_C,2024-01-30,,30.0,,,,,,,,
DL_Throughput,SITE_044,SITE_044_SECTOR_A,2024-02-04,,39.82167803786026,,,,,,,,
DL_Throughput,SITE_044,SITE_044_SECTOR_A,2024-02-05,,43.54750313748405,,,,,,,,
DL_Throughput,SITE_045,SITE_045_SECTOR_A,2024-02-08,,66.98517975597964,,,,,,,,
DL_Throughput,SITE_045,SITE_045_SECTOR_B,2024-01-20,,8.35827910539865,,,,,,,,
DL_Throughput,SITE_046,SITE_046_SECTOR_A,2024-01-27,,67.95250547300806,,,,,,,,
